entity,iso3,name,indicator,year,value,income_group
country,ZAF,South Africa,NE.GDI.FTOT.CD,2021,55059692138.9044,Upper middle income
country,ZAF,South Africa,NE.GDI.FTOT.CD,2022,57807248255.4105,Upper middle income
country,ZAF,South Africa,NE.GDI.FTOT.CD,2023,56967076153.5728,Upper middle income
country,ZAF,South Africa,NE.GDI.FTOT.CD,2024,58253218555.3356,Upper middle income
country,ZAF,South Africa,NY.GDP.MKTP.CD,2015,346709790458.563,Upper middle income
country,ZAF,South Africa,NY.GDP.MKTP.CD,2016,323585509674.481,Upper middle income
country,ZAF,South Africa,NY.GDP.MKTP.CD,2017,381448814653.456,Upper middle income
country,ZAF,South Africa,NY.GDP.MKTP.CD,2018,405260723892.517,Upper middle income
country,ZAF,South Africa,NY.GDP.MKTP.CD,2019,389330032224.269,Upper middle income
country,ZAF,South Africa,NY.GDP.MKTP.CD,2020,337974655408.055,Upper middle income
country,ZAF,South Africa,NY.GDP.MKTP.CD,2021,419986284375.368,Upper middle income
country,ZAF,South Africa,NY.GDP.MKTP.CD,2022,407596043067.885,Upper middle income
country,ZAF,South Africa,NY.GDP.MKTP.CD,2023,381440724491.232,Upper middle income
country,ZAF,South Africa,NY.GDP.MKTP.CD,2024,401144998373.585,Upper middle income
